1.182453306390927883e-01 8.947772428781210863e+01
1.512126066627250964e-01 5.088317310501006574e+01
1.933712924658742560e-01 5.683309533327085461e+01
2.472839902384948441e-01 3.158540083144839627e+01
3.162277660168379412e-01 3.040616042493096671e+01
4.043933450910197069e-01 2.422231719918514870e+01
5.171398438971895883e-01 1.976770345736083101e+01
6.613205221906319764e-01 2.007749268669455844e+01
8.456993562411270204e-01 1.360961249709230891e+01
1.081483754318592450e+00 8.246716588972272888e+00
1.383005795408880134e+00 6.166185153640945771e+00
1.768593400036491348e+00 4.786609003945709873e+00
2.261684387033157329e+00 3.391886190999969131e+00
2.892251133835512800e+00 2.700305834584872944e+00
3.698622437830966891e+00 2.485676023744398666e+00
4.729813320009117916e+00 1.629972471550732438e+00
6.048504387286170569e+00 8.658742029677539698e-01
7.734851853085299211e+00 1.018909290341920126e+00
9.891359807051498976e+00 7.317524259942451703e-01
1.264911089325228488e+01 9.470260889266115534e-01
1.617573412663953292e+01 5.363007444016733016e-01
2.068559416893968717e+01 4.245009023637965062e-01
2.645282141583797397e+01 5.230393976583096460e-01
3.382797492512562343e+01 4.223209028225445305e-01
4.325935103655093172e+01 4.822087401665087758e-01
5.532023292099539447e+01 3.314952478109710610e-01
7.074373741407798377e+01 2.397525937338814417e-01
