1.335414005781817082e+02 9.661500726323632438e-02 -1.367006531341159903e+00 2.200365278796413637e+00 -2.018226582605591179e+00 9.018273414836318613e-01 2.439191291077827117e-01 -2.155395786978196726e-02 -4.652866283512918089e-01 -3.425143207082636532e-01 -2.754977225335495938e-01 -4.012573986152961347e-01 -2.335444210274592869e-01 4.098233902160004077e-02 -1.360688553690156122e-01 -3.921849301600883325e-02 1.519186925067658733e-01 -6.666394040924886709e-03 1.707722764364621656e-02 7.341326297180690574e-02 9.682971171045825359e-03 1.779943864329923756e-02 -3.416143473213813144e-03 4.750543349816416586e-03 1.553891095435881156e-03 4.692671360586693485e-02 2.710158201267489145e-02
9.661500726323632438e-02 8.231664148723255892e+01 -2.427441441774453590e-01 6.427140559817167142e-01 -3.999995156569129962e-01 4.804057738784858200e-01 -3.325737882966465220e-01 1.199781218415787581e-01 1.214651518317766271e-01 4.159065005473321086e-02 4.549659093943837773e-02 -4.092771321458584834e-03 -6.823320578830857630e-02 -1.255487046149008912e-01 -3.611173049151358144e-02 2.860961482624179309e-03 -1.392670879584378268e-02 -1.980157020743063268e-02 2.065981779918948588e-02 -3.607058604828684151e-02 -3.223887883698525053e-02 1.003625049025608229e-02 2.987902211990903223e-02 2.612828529012147308e-02 5.022645968098930075e-03 -2.023477410318462802e-02 -4.598396708593918171e-03
-1.367006531341159903e+00 -2.427441441774453590e-01 4.789819373248271006e+01 -2.362953058893504932e-01 -5.886380038951577465e-01 -3.282421627377166695e-01 -3.861290564932486763e-02 5.579350708618501659e-02 1.504864221468470709e-01 5.412204693453664950e-02 -2.163791959689009281e-01 1.564241238960531466e-01 1.714255270899815442e-01 -3.194818051559954186e-02 1.027673192605070042e-02 1.231511066780241297e-03 -5.240859922483622965e-03 2.698788463291849037e-03 1.803653693129535912e-02 2.731525831127366508e-02 3.166537731501792297e-02 3.203838986745838335e-02 4.212205617103664118e-02 2.697403500454259931e-02 1.084267301212392355e-03 -1.850634356701123589e-03 -1.189769461742594577e-02
2.200365278796413637e+00 6.427140559817167142e-01 -2.362953058893504932e-01 3.047529899941848797e+01 -9.011917818745782682e-01 -5.709835353259910123e-02 -1.718356808312630074e-02 3.258231333506911853e-01 1.231184952284050255e-01 -1.543261284971703638e-02 1.989100048639008966e-01 -6.602185540999840063e-02 2.322442189336444696e-02 -3.080879986418403466e-02 3.537472259008698355e-02 -3.505380356871331399e-02 -2.742342641760339358e-02 -1.032923200203363437e-02 -5.637770800233832171e-04 -3.179736537335541707e-02 6.001847081592934924e-03 2.095444564248467086e-03 1.329093914549583748e-02 -1.012357109086549660e-03 -9.535493420235807227e-04 -2.774618229930574977e-03 -4.415962197658323575e-03
-2.018226582605591179e+00 -3.999995156569129962e-01 -5.886380038951577465e-01 -9.011917818745782682e-01 1.863669033655588692e+01 4.252790660511126530e-01 5.066502356460768075e-01 -1.334234174160903730e-01 1.380920437522061284e-01 -3.807222406391142649e-02 8.804020600175776340e-03 2.043962113073188036e-01 -3.301213334281414397e-04 6.424678124328370155e-02 -4.549065080466578592e-02 -3.200077043845136332e-02 1.651798889757513655e-02 -2.265639007187216294e-02 -2.742082364332436989e-02 5.315545022271634702e-03 -9.705151982933769503e-03 3.247075419397179620e-03 2.172648707043376651e-03 -1.927592312955888482e-02 -1.509167640529203783e-02 -2.779665210592069564e-03 -8.005102051746199607e-04
9.018273414836318613e-01 4.804057738784858200e-01 -3.282421627377166695e-01 -5.709835353259910123e-02 4.252790660511126530e-01 1.153848144216089899e+01 -6.551731045316516733e-02 -2.633362640369614482e-02 -5.845213669859931210e-02 -2.539997808450076278e-01 -1.580849497991602959e-01 -2.732647376218034010e-02 1.621123443313737464e-02 -3.437319658450800619e-02 -6.023401120228689953e-02 5.369736212914186235e-03 1.001602238636603191e-03 2.537151324636073915e-02 9.334017701572352305e-03 8.040949785872084782e-03 -3.811946211293460460e-04 -7.259220735539080420e-03 -2.436515888349007845e-03 7.410022555641683972e-04 4.186761918319194774e-04 2.406032174440215967e-03 4.776742404632190330e-04
2.439191291077827117e-01 -3.325737882966465220e-01 -3.861290564932486763e-02 -1.718356808312630074e-02 5.066502356460768075e-01 -6.551731045316516733e-02 7.234650085219779925e+00 3.724836395745655393e-01 -6.795684870765082708e-02 -1.506774624522623507e-01 -2.210606899583104634e-01 -3.578761923283466095e-02 2.785439103977867606e-02 1.174207257113855929e-02 -1.613306395621376399e-02 -2.990776269038696727e-02 1.974672454904147570e-02 -6.075724380166387315e-03 1.002924313412300629e-02 6.879237237599150276e-03 1.616676379961809462e-03 9.678462096978647858e-03 -5.878748513711884276e-03 -9.302925168072337381e-03 -4.583082414611079451e-03 5.476598969479296378e-03 5.121886496715497700e-03
-2.155395786978196726e-02 1.199781218415787581e-01 5.579350708618501659e-02 3.258231333506911853e-01 -1.334234174160903730e-01 -2.633362640369614482e-02 3.724836395745655393e-01 4.581095353517267377e+00 1.547196110996620633e-01 -5.199055413519224761e-02 -2.498641112903910166e-01 -1.007873071956193328e-01 4.063691623246237956e-03 2.816722718573132569e-02 1.282733493031225011e-02 -6.156392064861138276e-03 -3.517659228030579465e-03 -6.791832681201537270e-03 4.148991542521125557e-03 2.340361085867536501e-04 -4.978252867596725216e-03 6.456339237727759528e-03 3.702181565334770452e-03 1.345896444850648360e-03 3.094676540410005680e-04 -2.071085211621675765e-03 -5.706450044626477924e-03
-4.652866283512918089e-01 1.214651518317766271e-01 1.504864221468470709e-01 1.231184952284050255e-01 1.380920437522061284e-01 -5.845213669859931210e-02 -6.795684870765082708e-02 1.547196110996620633e-01 2.939009444396550208e+00 2.705738452347009049e-01 2.332291287757583820e-01 1.272314776093135535e-01 4.683489821440562913e-04 5.104508500955460930e-03 -1.104657258491090720e-02 1.906313409072957210e-02 1.796819111856391357e-02 6.492575906732202771e-03 7.357192122102965137e-03 5.486249278805599601e-03 8.254886961360806408e-03 1.032573566149441041e-02 6.198361827417434369e-03 2.659298225295144130e-03 3.372897776843404843e-03 3.497161446962277886e-03 5.123691953895603661e-03
-3.425143207082636532e-01 4.159065005473321086e-02 5.412204693453664950e-02 -1.543261284971703638e-02 -3.807222406391142649e-02 -2.539997808450076278e-01 -1.506774624522623507e-01 -5.199055413519224761e-02 2.705738452347009049e-01 2.476907340245479094e+00 8.483839224389250200e-01 3.732632309723584729e-01 1.035965762635414900e-01 2.987702573785961518e-02 2.793177014494820434e-02 2.267425041853987633e-02 -1.312136885375084563e-02 -1.153409595239136311e-02 6.017222543391657213e-03 2.971705591458475345e-03 3.679699794851091447e-03 2.244025533285821505e-03 2.737700525153429452e-03 5.853485994266644128e-03 -2.356794158842234668e-03 -1.808739367521598404e-03 9.455351658481887583e-04
-2.754977225335495938e-01 4.549659093943837773e-02 -2.163791959689009281e-01 1.989100048639008966e-01 8.804020600175776340e-03 -1.580849497991602959e-01 -2.210606899583104634e-01 -2.498641112903910166e-01 2.332291287757583820e-01 8.483839224389250200e-01 1.896676790487019204e+00 4.706930230333480902e-01 1.487470844303234729e-01 8.115460496071247309e-02 5.597382376367252693e-02 2.568788799662081318e-02 7.498615753762556853e-03 2.406709578317133263e-03 1.286899032896171059e-02 1.190803502809153515e-02 1.387630801931578547e-02 6.142341784657968755e-03 3.575630816372674103e-03 5.780950643113636107e-03 -3.068243904853256896e-04 1.564329268619317915e-03 5.446724384947426376e-04
-4.012573986152961347e-01 -4.092771321458584834e-03 1.564241238960531466e-01 -6.602185540999840063e-02 2.043962113073188036e-01 -2.732647376218034010e-02 -3.578761923283466095e-02 -1.007873071956193328e-01 1.272314776093135535e-01 3.732632309723584729e-01 4.706930230333480902e-01 9.179285663347260815e-01 1.229364400283105146e-01 4.584505579268612074e-02 3.537737828431620352e-02 1.400955582001591447e-02 1.098681935472047705e-02 9.043629818048242938e-03 7.436333466296760585e-03 6.704144817476733430e-03 5.826136964480369690e-03 2.867861336397589233e-03 4.111506864093150346e-03 2.236992542775682186e-03 -2.003242742502039150e-03 -2.099533344586663238e-03 -7.487324188231056455e-04
-2.335444210274592869e-01 -6.823320578830857630e-02 1.714255270899815442e-01 2.322442189336444696e-02 -3.301213334281414397e-04 1.621123443313737464e-02 2.785439103977867606e-02 4.063691623246237956e-03 4.683489821440562913e-04 1.035965762635414900e-01 1.487470844303234729e-01 1.229364400283105146e-01 4.663477908614279133e-01 5.437705163376871376e-02 3.226687224695912876e-02 1.714137869775471737e-02 1.122913469766047105e-02 1.556700965267390161e-03 -1.814298233138917672e-03 7.008501168717744083e-03 1.778851178555383066e-03 2.506316913545801692e-03 3.134924404055712370e-03 2.784798470824810784e-03 2.512862009231196358e-03 5.043399363694344882e-04 8.770904858848488144e-04
4.098233902160004077e-02 -1.255487046149008912e-01 -3.194818051559954186e-02 -3.080879986418403466e-02 6.424678124328370155e-02 -3.437319658450800619e-02 1.174207257113855929e-02 2.816722718573132569e-02 5.104508500955460930e-03 2.987702573785961518e-02 8.115460496071247309e-02 4.584505579268612074e-02 5.437705163376871376e-02 3.044457689564008529e-01 4.115427267132704819e-02 2.550005637226617286e-02 4.913274271461339111e-03 6.917126337054656758e-03 5.414510389300159800e-03 4.247962885668309617e-03 3.674566079834487315e-03 1.906272408035105791e-03 3.101313914532064409e-04 1.379132307601589960e-03 2.630880172053114315e-03 2.607079187054464359e-03 1.679882304577698512e-03
-1.360688553690156122e-01 -3.611173049151358144e-02 1.027673192605070042e-02 3.537472259008698355e-02 -4.549065080466578592e-02 -6.023401120228689953e-02 -1.613306395621376399e-02 1.282733493031225011e-02 -1.104657258491090720e-02 2.793177014494820434e-02 5.597382376367252693e-02 3.537737828431620352e-02 3.226687224695912876e-02 4.115427267132704819e-02 1.981727195586139301e-01 3.633250822535547681e-02 1.106395714363929937e-02 6.052021588349123203e-03 3.096723444125374074e-03 2.916271063784518693e-03 2.475779366791029407e-03 7.308407199659769891e-04 1.462920857002798954e-03 1.610342699831019157e-03 1.722163724571832734e-03 1.343815599490960720e-03 -8.160866162521146787e-05
-3.921849301600883325e-02 2.860961482624179309e-03 1.231511066780241297e-03 -3.505380356871331399e-02 -3.200077043845136332e-02 5.369736212914186235e-03 -2.990776269038696727e-02 -6.156392064861138276e-03 1.906313409072957210e-02 2.267425041853987633e-02 2.568788799662081318e-02 1.400955582001591447e-02 1.714137869775471737e-02 2.550005637226617286e-02 3.633250822535547681e-02 1.341230719504033220e-01 1.986062616155736746e-02 1.094732783800762832e-02 5.587258657644580614e-03 6.177259375834039286e-03 4.701479552902511697e-03 5.035168248050098279e-03 2.386534649281868772e-03 1.779716326118438007e-03 1.680176888037976509e-03 7.063852519861798813e-04 -6.490412400715231487e-04
1.519186925067658733e-01 -1.392670879584378268e-02 -5.240859922483622965e-03 -2.742342641760339358e-02 1.651798889757513655e-02 1.001602238636603191e-03 1.974672454904147570e-02 -3.517659228030579465e-03 1.796819111856391357e-02 -1.312136885375084563e-02 7.498615753762556853e-03 1.098681935472047705e-02 1.122913469766047105e-02 4.913274271461339111e-03 1.106395714363929937e-02 1.986062616155736746e-02 8.733006394392742178e-02 2.033787875278587551e-02 8.554574243949616269e-03 6.714341749652871436e-03 2.936703789911755940e-03 2.703127376234321089e-03 2.048482540074015527e-04 7.488286653727838007e-05 1.508937939034739469e-04 -2.976350455115753897e-04 -6.108039538994902533e-04
-6.666394040924886709e-03 -1.980157020743063268e-02 2.698788463291849037e-03 -1.032923200203363437e-02 -2.265639007187216294e-02 2.537151324636073915e-02 -6.075724380166387315e-03 -6.791832681201537270e-03 6.492575906732202771e-03 -1.153409595239136311e-02 2.406709578317133263e-03 9.043629818048242938e-03 1.556700965267390161e-03 6.917126337054656758e-03 6.052021588349123203e-03 1.094732783800762832e-02 2.033787875278587551e-02 6.589826032063622607e-02 1.640375146513173635e-02 8.640087028594992113e-03 4.025713028339394407e-03 2.239994404483853022e-03 7.513203242857970912e-04 2.472910574568975444e-04 1.504103615108402705e-04 -2.468231376823302363e-04 -2.592108477458882521e-04
1.707722764364621656e-02 2.065981779918948588e-02 1.803653693129535912e-02 -5.637770800233832171e-04 -2.742082364332436989e-02 9.334017701572352305e-03 1.002924313412300629e-02 4.148991542521125557e-03 7.357192122102965137e-03 6.017222543391657213e-03 1.286899032896171059e-02 7.436333466296760585e-03 -1.814298233138917672e-03 5.414510389300159800e-03 3.096723444125374074e-03 5.587258657644580614e-03 8.554574243949616269e-03 1.640375146513173635e-02 4.503206692022609925e-02 1.418980760072993674e-02 6.792804023412201374e-03 3.468124216581114968e-03 1.194417364482270889e-03 9.320022890512468308e-04 3.306563844037312583e-04 -4.340628979723065175e-04 -5.288454106356607924e-04
7.341326297180690574e-02 -3.607058604828684151e-02 2.731525831127366508e-02 -3.179736537335541707e-02 5.315545022271634702e-03 8.040949785872084782e-03 6.879237237599150276e-03 2.340361085867536501e-04 5.486249278805599601e-03 2.971705591458475345e-03 1.190803502809153515e-02 6.704144817476733430e-03 7.008501168717744083e-03 4.247962885668309617e-03 2.916271063784518693e-03 6.177259375834039286e-03 6.714341749652871436e-03 8.640087028594992113e-03 1.418980760072993674e-02 3.397738644307322919e-02 1.192336848201978709e-02 7.119544461472793358e-03 3.253899710042699317e-03 2.294105600236710004e-03 1.122716849394320452e-03 2.268949875654418310e-04 -4.604625250585279300e-04
9.682971171045825359e-03 -3.223887883698525053e-02 3.166537731501792297e-02 6.001847081592934924e-03 -9.705151982933769503e-03 -3.811946211293460460e-04 1.616676379961809462e-03 -4.978252867596725216e-03 8.254886961360806408e-03 3.679699794851091447e-03 1.387630801931578547e-02 5.826136964480369690e-03 1.778851178555383066e-03 3.674566079834487315e-03 2.475779366791029407e-03 4.701479552902511697e-03 2.936703789911755940e-03 4.025713028339394407e-03 6.792804023412201374e-03 1.192336848201978709e-02 2.804043095947206937e-02 1.113039926922533562e-02 5.420855344539292527e-03 3.053893791979227224e-03 1.756810794409045416e-03 7.299239878947571527e-04 -6.059533127435224079e-05
