5.473772780719172726e-01 3.968825593729429215e+02
6.482722502757086724e-01 3.439371815579767144e+02
7.677646247170598626e-01 2.897026476482242856e+02
9.092823558562476149e-01 2.363448599498525482e+02
1.076885253701525880e+00 1.867310823989436130e+02
1.275381450185248511e+00 1.442408055504980382e+02
1.510465333131455479e+00 1.121225981758176005e+02
1.788880904815206785e+00 9.195213395650173993e+01
2.118615251485530759e+00 8.060040050899888797e+01
2.509127674036391920e+00 7.172814922479012978e+01
2.971621053044360306e+00 6.398716095948240934e+01
3.519363232996012947e+00 5.657151370319932937e+01
4.168067645460726389e+00 5.046059239528097606e+01
4.936344090390235806e+00 4.456194365308061833e+01
5.846232607397394254e+00 3.865217449487577994e+01
6.923835752522393250e+00 3.348691477265738570e+01
8.200067419015830694e+00 2.858193256458391218e+01
9.711539684041266440e+00 2.425193245185029767e+01
1.150161312283794857e+01 2.034506101425144919e+01
1.362164072138037341e+01 1.675404518243180974e+01
1.613244107245584757e+01 1.356395263872441781e+01
1.910604311768154773e+01 1.079356994925837121e+01
2.262775248799569994e+01 8.416652497829357316e+00
2.679859872105883056e+01 6.398164406893251943e+00
3.173823356046212041e+01 4.705296321222916411e+00
3.758836348211288225e+01 3.272551552030881883e+00
4.451681491888499664e+01 2.230172941984318591e+00
5.272234880524429457e+01 1.415566193321605937e+00
6.244036255978092242e+01 9.104220338402206902e-01
7.394964308208287207e+01 5.800665452585280768e-01
