5.473772780719172726e-01 4.418561398015458508e+02
6.482722502757086724e-01 3.550486371262261400e+02
7.677646247170598626e-01 3.039966749571522087e+02
9.092823558562476149e-01 2.456364657025631857e+02
1.076885253701525880e+00 1.917379782383810038e+02
1.275381450185248511e+00 1.590420219289625550e+02
1.510465333131455479e+00 1.282106327745180465e+02
1.788880904815206785e+00 1.064196033285425074e+02
2.118615251485530759e+00 9.426853907816101241e+01
2.509127674036391920e+00 8.237984342902231560e+01
2.971621053044360306e+00 7.376391235074838448e+01
3.519363232996012947e+00 6.481904131035493322e+01
4.168067645460726389e+00 5.809883310653547994e+01
4.936344090390235806e+00 5.088078925655325691e+01
5.846232607397394254e+00 4.370180080339763862e+01
6.923835752522393250e+00 3.807319752922936118e+01
8.200067419015830694e+00 3.211689031602830369e+01
9.711539684041266440e+00 2.734503511479171678e+01
1.150161312283794857e+01 2.289838314443697342e+01
1.362164072138037341e+01 1.846178081647493840e+01
1.613244107245584757e+01 1.504307193405664478e+01
1.910604311768154773e+01 1.175776414262704783e+01
2.262775248799569994e+01 9.199388759221490020e+00
2.679859872105883056e+01 6.853300268826981956e+00
3.173823356046212041e+01 5.089362420877091786e+00
3.758836348211288225e+01 3.457036433147661292e+00
4.451681491888499664e+01 2.330049141625541775e+00
5.272234880524429457e+01 1.383896342220753306e+00
6.244036255978092242e+01 1.053731064801994410e+00
7.394964308208287207e+01 5.522075207436590860e-01
