-1.366110801786166107e+01 -2.982055663663859546e-01 2.521770209127522033e+00 3.381907333328661114e+00 1.150390663146791281e+00 -4.340958325946243646e-01 4.920182618056536672e-01 2.629944183230163990e-01 7.451951842371778989e-01 -9.044460785761145039e-02 7.224370634084044118e-01 1.581476908374695178e-01 8.184913683471566710e-04 -2.192789185346851744e-01 -1.179069702279260806e-01 -2.474286305271971020e-01 -1.753419980898911212e-01 -1.894893827800153002e-02 -3.615772967871189181e-02 2.502874436525817300e-02 -7.315200702408770905e-02 -8.018117983196371146e-02 4.349487573813772510e-03 -2.749249590546964939e-02 8.682414091448061033e-02 1.754097505769557086e-02 4.742133827162991339e-02 1.400085240663392350e-01 1.640772021108196643e-01 9.391901853561031299e-02
1.536439154946143137e+00 -4.663006210188684442e+00 -2.560416879474212593e+00 -1.630127830034599379e+00 -1.948895081424833586e+00 -6.322669796470739567e-02 -2.143926726815936767e+00 -1.789934203271953628e+00 -1.852511418469423576e-01 -3.115494303833594991e-02 3.459471189969735572e-01 -4.987361033202641902e-01 -5.907066422097102809e-02 3.964643721398779519e-01 -2.454932031293815264e-01 -3.110948684185367297e-01 -4.047075848712535229e-01 1.148787504353162986e-01 -5.953683079534882044e-02 -6.290831771741796363e-02 -1.691033735331487764e-01 -1.027601563628522952e-01 -7.455062008617935332e-02 -9.481866727538836026e-02 -1.387153499235308472e-02 1.851015518212362557e-02 -1.225154030274766201e-03 2.078634817769334578e-02 6.366359526043110367e-03 3.491857674666365430e-02
1.057356531514520359e+00 -2.763741836620779435e-01 -6.226958344770983089e-01 1.190384802282310250e+00 -1.104578977183720223e+00 -1.357831209933007210e+00 -3.608367839126664922e-01 -5.463413604355187025e-02 -2.377824653767747487e-01 1.167977262170459413e-01 5.072978014758785514e-01 -1.900487626209240027e-02 1.053190878695910021e-01 1.206836207807405054e-01 -3.694885953582928151e-01 -5.806804729410794397e-02 -1.143150806624352589e-01 4.031820511031772997e-02 4.760658215108232172e-02 -1.314327494960050233e-02 7.334099530419836699e-03 -6.267397204493753426e-02 -8.165827870948959288e-02 -7.292232703329670773e-02 7.481494550590820324e-03 2.455242940918238650e-02 -9.274228299005822518e-03 -1.302068703902948058e-02 4.669902299719238398e-02 6.572883247547854635e-02
-1.090269930826063716e+00 -1.079076045132206563e+00 6.229082069625393459e-01 -1.123279651735259677e+00 1.010005424354766035e+00 5.798529230322658767e-01 8.105606426927949304e-01 -2.556429866516007343e-01 6.000457565569013996e-01 -3.591785604107645691e-01 1.538558144572786945e-01 -2.677089567942939324e-03 1.131876159856822078e-01 -3.080077083737046625e-02 6.322872214453333778e-03 -5.642710542739432650e-02 5.144674005057148919e-02 5.033531786745966408e-02 -1.263378709675887779e-01 -3.805181170467281798e-02 -1.004920807706601166e-01 -4.646882881884772942e-02 -1.188920078595393295e-02 3.009411406257544996e-02 8.602964669002101383e-02 3.321418273522693670e-02 4.057009308413491583e-02 1.497049249550730550e-02 5.538096108846878723e-03 4.580096909634460284e-03
5.398286115695977161e-01 -2.048934781803551097e-01 4.599403392092249465e-01 1.075809652146799966e-01 -4.777337161079681649e-01 -6.067715501119903543e-01 1.833191761322108260e-01 -2.387426201486843036e-01 -2.183609242122525051e-01 6.822701311525898593e-02 3.165385421842295544e-01 -3.608747492935063944e-02 -8.986318007007992881e-02 2.849783169005689620e-01 1.099629403925734689e-01 1.329848466815508265e-02 6.029137889262051880e-02 7.545358934120531547e-02 3.771038889802111327e-02 -2.898390416413797882e-02 -5.219313199070786669e-02 1.818578855781731105e-02 6.825368937182060315e-03 -1.805010683177993291e-02 5.181086746882392069e-02 2.770407716437769952e-02 2.504595848531355334e-02 4.125255263105245818e-02 1.030031674145226624e-02 2.547181354702261757e-02
-7.200974716101932183e-01 1.682722147855187367e-01 5.423181445822623792e-02 1.790009277715978453e-01 3.103203945988558532e-01 3.576305009888301467e-01 -2.003555410654449254e-02 1.341282049177967839e-02 3.638247196629070257e-01 3.105564043005223374e-01 3.328881688912759262e-01 -1.071092193056480957e-01 1.121625185485146947e-01 2.516897459354723865e-01 9.028974305546759449e-02 9.029419711766678569e-02 3.905270829789195437e-03 1.207417307366877857e-01 2.449031667074572094e-02 -3.756821076689331740e-02 -1.171242987141135443e-02 2.147313160348506694e-02 -1.589417563267220626e-02 2.694700227694601241e-02 6.028512092982299397e-02 2.550815185352253364e-02 1.548000754580930102e-02 1.090531007482196078e-02 6.920327013013945379e-03 5.051448248551817198e-03
7.428483879915411814e-01 6.370124813536220953e-02 1.386943683612738842e-01 4.714509603749917344e-01 3.856359555898130065e-01 3.853248004202032839e-01 2.393429386841925688e-01 -4.697812448672804980e-02 2.550092454617978177e-01 4.004399651080462613e-02 3.273964503756696676e-01 -1.392653437153645035e-01 5.442523323679675402e-03 1.608083060542600806e-01 7.969798762253690882e-02 8.402880668795466648e-03 1.397144382251523133e-02 8.708812544579122572e-02 3.062216578676539916e-02 2.271358686602724733e-02 -8.008811823984459885e-03 4.004295751307162393e-02 2.870535252985287247e-03 2.216118338837483326e-02 5.127879969153466971e-02 1.143120460632891799e-02 2.848865734290733503e-02 2.122463667846034852e-02 1.415574437588604066e-02 1.000115043676287618e-02
-6.562279378357837034e-01 1.531715008554011548e-01 3.929803151404918093e-01 -3.370441889683511438e-01 5.891498455501849134e-03 -1.179709765940314264e-01 4.890866235540865942e-02 -1.322870737175043943e-01 2.053453787825670618e-01 -1.214329165342060285e-01 -2.825858770089203706e-02 -6.359818804847393314e-02 -1.872685892670896690e-01 1.056519680563377112e-01 -1.808139105902982491e-02 -2.753174728296565663e-02 -2.457476197953147035e-02 5.281509442241052316e-02 6.169059213561837660e-03 -3.344737861282785080e-03 -5.243492435783785564e-03 4.417103616426144158e-02 1.521295072441190312e-02 3.437990444434139287e-02 4.336898225612701580e-02 1.585660218388738191e-02 3.160924233334869160e-02 1.720488838843300949e-02 1.474426865503598860e-02 2.194225086715146950e-03
9.820545005048327836e-01 -3.341807317532571320e-01 -2.663434621613623432e-01 -3.928553418411735443e-01 -2.208528561081004593e-01 -1.789954715754490666e-01 -2.671454776233805339e-01 6.597524792815225025e-02 8.477713898174589480e-02 1.069871562291579981e-02 7.576463389545746996e-02 -5.787845646299809473e-03 -2.621557613153261291e-04 2.540528609648413233e-02 2.794343191476300847e-05 1.357664614534379206e-02 -3.003734208337181452e-02 3.048856887612181113e-02 1.426110570965375378e-02 4.472187215415773624e-03 1.148240053259081414e-03 -1.822186919194089929e-03 -2.232996427273565773e-02 -1.119357011927916458e-02 1.162572518676085152e-02 2.032801935127808227e-02 1.670098395759663651e-02 1.333776473725320835e-02 2.011106318586591921e-03 -3.131904483892351126e-03
7.091385904188699518e-01 1.132186080533809924e-01 -4.736942725525394859e-01 1.217578675748705840e-02 -1.330355111104440102e-01 2.520106482551199845e-01 -1.046109100232311129e-01 4.062436163602974742e-02 1.366272607689297258e-01 3.874793055590013829e-02 8.247234566426514535e-02 -1.400237328474193133e-01 -6.673839911265500024e-02 6.532933116302523657e-02 3.916411845664505287e-02 4.181682333876175078e-02 -1.355561109118882598e-02 4.582373086044225913e-02 2.238924418986967466e-02 1.545121418827359767e-02 8.698149664827773200e-03 2.695566656749989829e-03 -3.040149870395860224e-03 -5.512678352365507455e-03 2.182867702270915519e-02 5.818942787208331198e-03 1.215164235571055545e-02 1.465535231885579590e-02 1.337776412476021290e-02 2.017572905988867377e-02
