1.191403999999999935e-01 6.703318499866159641e+01
1.523571999999999982e-01 5.921436624813285476e+01
1.948350000000000082e-01 5.160129755735643187e+01
2.491558000000000106e-01 4.324620915944880295e+01
3.186213999999999991e-01 3.617155611451514119e+01
4.074543999999999944e-01 2.983788188725602097e+01
5.210542999999999703e-01 2.399759722818778940e+01
6.663263000000000380e-01 1.919645284620681736e+01
8.521007999999999916e-01 1.502003396280759340e+01
1.089669999999999916e+00 1.151494219768276217e+01
1.393474000000000101e+00 8.601541176850933113e+00
1.781981000000000037e+00 6.273570343591901910e+00
2.278804000000000052e+00 4.496289360959534243e+00
2.914143999999999846e+00 3.224763078831155649e+00
3.726618999999999904e+00 2.351979245731881107e+00
4.765615000000000379e+00 1.770900052855856721e+00
6.094287999999999705e+00 1.379256493981716902e+00
7.793400000000000105e+00 1.099602047523592585e+00
9.966231999999999758e+00 9.062370311616629870e-01
1.274485999999999919e+01 7.533010413223587554e-01
1.629816999999999894e+01 6.359504098122142901e-01
2.084216999999999942e+01 5.315082704220397414e-01
2.665305000000000035e+01 4.413299210712084419e-01
3.408402999999999849e+01 3.557403218794333855e-01
4.358679999999999666e+01 2.789720194871180281e-01
5.573897000000000190e+01 2.104462903977218635e-01
7.127922999999999831e+01 1.472111649511109455e-01
